,Unnamed: 0,first,second,cats,weight
640,482,"Diseases.nervous system diseases.central nervous system diseases.brain diseases.epilepsy.epilepsies, partial","epilepsies, partial",[33817617],1.0
641,20,Diseases.nervous system diseases.central nervous system diseases.brain diseases.epilepsy.epileptic syndromes,epileptic syndromes,"[32329044, 32820884, 33222680, 33580645, 33709973, 33732335, 34351888, 34425479, 34766055, 34792882, 34950392]",11.0
642,1119,Diseases.nervous system diseases.central nervous system diseases.brain diseases.headache disorders,headache disorders,,0.001
643,1120,"Diseases.nervous system diseases.central nervous system diseases.brain diseases.headache disorders.headache disorders, primary","headache disorders, primary",,0.001
644,616,"Diseases.nervous system diseases.central nervous system diseases.brain diseases.headache disorders.headache disorders, primary.migraine disorders",migraine disorders,"[33863570, 34366659, 35545780]",3.0
645,640,"Diseases.nervous system diseases.central nervous system diseases.brain diseases.headache disorders.headache disorders, primary.migraine disorders.migraine with aura",migraine with aura,[34559791],1.0
646,613,Diseases.nervous system diseases.central nervous system diseases.brain diseases.hydrocephalus,hydrocephalus,[34814196],1.0
647,397,Diseases.nervous system diseases.central nervous system diseases.brain diseases.hypothalamic diseases,hypothalamic diseases,"[33415647, 33473054, 33521254, 33908718, 34268455, 34408721, 34987144, 35590312]",8.0
648,1069,Diseases.nervous system diseases.central nervous system diseases.brain diseases.intracranial hypertension,intracranial hypertension,,0.001
649,500,Diseases.nervous system diseases.central nervous system diseases.brain diseases.intracranial hypertension.pseudotumor cerebri,pseudotumor cerebri,"[34078441, 34136250, 34559786]",3.0
650,105,Diseases.nervous system diseases.central nervous system diseases.brain diseases.leukoencephalopathies,leukoencephalopathies,"[32586959, 33109908, 33236647, 33250751, 33584506, 33996162, 34131509]",7.0
651,235,Diseases.nervous system diseases.central nervous system diseases.central nervous system infections,central nervous system infections,"[32847818, 33635172, 33666649, 34082192, 34325334, 34630795]",6.0
652,516,Diseases.nervous system diseases.central nervous system diseases.movement disorders,movement disorders,"[34230886, 34918437]",2.0
653,1029,Diseases.nervous system diseases.central nervous system diseases.movement disorders.parkinsonian disorders,parkinsonian disorders,,0.001
654,1030,"Diseases.nervous system diseases.central nervous system diseases.movement disorders.parkinsonian disorders.parkinson disease, secondary","parkinson disease, secondary",,0.001
655,380,"Diseases.nervous system diseases.central nervous system diseases.movement disorders.parkinsonian disorders.parkinson disease, secondary.parkinson disease, postencephalitic","parkinson disease, postencephalitic","[33268001, 34136764]",2.0
656,316,Diseases.nervous system diseases.central nervous system diseases.spinal cord diseases,spinal cord diseases,"[33020166, 33480310, 33705268, 33870878, 35419244, 35502088]",6.0
657,101,Diseases.nervous system diseases.cranial nerve diseases,cranial nerve diseases,"[32586958, 32662899, 32734353, 32935156, 33009081, 33041989, 33372575, 33583157, 33584506, 33586020, 33935220, 34078441, 34093389, 34971857, 35324536]",15.0
658,556,Diseases.nervous system diseases.cranial nerve diseases.abducens nerve diseases,abducens nerve diseases,[35000539],1.0
659,78,Diseases.nervous system diseases.cranial nerve diseases.facial nerve diseases,facial nerve diseases,"[32518103, 32662899, 33006717, 33598238, 33777298, 33788823, 33868845, 34239495, 34337326, 34569221, 34757011, 35043509, 35326056, 35326057]",14.0
660,658,Diseases.nervous system diseases.cranial nerve diseases.facial nerve diseases.bell palsy,bell palsy,"[33598238, 33868845, 34757011]",3.0
661,1227,Diseases.nervous system diseases.cranial nerve diseases.facial nerve diseases.facial neuralgia,facial neuralgia,,0.001
662,1228,Diseases.nervous system diseases.cranial nerve diseases.facial nerve diseases.facial neuralgia.trigeminal nerve diseases,trigeminal nerve diseases,,0.001
663,824,Diseases.nervous system diseases.cranial nerve diseases.facial nerve diseases.facial neuralgia.trigeminal nerve diseases.trigeminal neuralgia,trigeminal neuralgia,[33817617],1.0
664,610,Diseases.nervous system diseases.cranial nerve diseases.hypoglossal nerve diseases,hypoglossal nerve diseases,[32940446],1.0
665,107,Diseases.nervous system diseases.demyelinating diseases,demyelinating diseases,"[32588185, 32935873, 33043249, 33090438, 33268588, 33340292, 33550782, 33584506, 33602080, 33607505, 33666649, 33726699, 33762311, 33769966, 33770573, 33920904, 34104245, 34131509, 34136250, 34230886, 34271816, 34330569, 34367838, 34457267, 34485076, 34642927, 35240959, 35274917, 35283461]",29.0
666,18,Diseases.nervous system diseases.encephalitis,encephalitis,"[32329044, 32550783, 32636212, 32643664, 32665054, 32672843, 32734353, 32758257, 32820884, 32835017, 32852580, 32880723, 32898993, 32914699, 32935156, 32935873, 32951859, 32973590, 32977228, 33013930, 33015552, 33020166, 33051388, 33074036, 33082059, 33083695, 33222680, 33226565, 33229976, 33246132, 33250631, 33254519, 33264532, 33304309, 33340292, 33390561, 33393420, 33399741, 33438076, 33521691, 33580645, 33580768, 33584506, 33602080, 33687889, 33705268, 33707903, 33709973, 33715108, 33732335, 33751228, 33762311, 33769966, 33777042, 33796241, 33836148, 33889082, 33898348, 33902082, 33918426, 33920904, 33948421, 33973188, 33984103, 33993018, 34062770, 34078441, 34078749, 34090983, 34131509, 34136764, 34138387, 34163427, 34230886, 34275539, 34302963, 34304141, 34353250, 34366659, 34370409, 34391037, 34425479, 34425827, 34449704, 34479340, 34518048, 34549667, 34608117, 34618764, 34623104, 34642927, 34652387, 34735712, 34744237, 34747359, 34766055, 34793991, 34815399, 34862882, 34951374, 34977909, 35001988, 35177424, 35199176, 35239818, 35283461, 35405524, 35521969, 35579496, 35607267, 35199176]",111.0
667,722,"Diseases.nervous system diseases.encephalitis, herpes simplex","encephalitis, herpes simplex",[35199176],1.0
668,224,"Diseases.nervous system diseases.encephalitis, viral","encephalitis, viral","[32835017, 33035589, 33767623, 34623104, 34747359]",5.0
669,19,Diseases.nervous system diseases.encephalomyelitis,encephalomyelitis,"[32329044, 32584199, 32643664, 32977228, 32984561, 33064267, 33250631, 33283160, 33338439, 33705268, 33762311, 33930983, 33973188, 34078441, 34120800, 34131509, 34284918, 34325334, 34371208, 34485076, 34793991, 35341334]",22.0
670,308,Diseases.nervous system diseases.meningitis,meningitis,"[33013930, 33015552, 33020166, 33226565, 33304309, 33340292, 33583157, 33707903, 33709973, 33732335, 33934126, 34275539, 34815399, 35239818]",14.0
671,593,"Diseases.nervous system diseases.meningitis, aseptic","meningitis, aseptic","[32733733, 34608117]",2.0
672,140,Diseases.nervous system diseases.meningoencephalitis,meningoencephalitis,"[32672843, 32691236, 32895254, 32983347, 33013675, 33035589, 33051388, 33081458, 33210085, 33250631, 33732335, 33852526, 34078441, 34456840, 34481438, 35389494]",16.0
673,164,Diseases.nervous system diseases.myelitis,myelitis,"[32725449, 32835294, 32926676, 32948995, 33020166, 33041989, 33074036, 33099361, 33268588, 33333471, 33338439, 33428055, 33438076, 33584506, 33602080, 33607505, 33705268, 33726699, 33776896, 33870878, 33902076, 34019009, 34078441, 34118307, 34136292, 34275539, 34366659, 34457267, 34517154, 34623104, 34629397, 34735712, 35419244, 33607505]",34.0
674,1131,Diseases.nervous system diseases.nervous system neoplasms,nervous system neoplasms,,0.001
675,1132,Diseases.nervous system diseases.nervous system neoplasms.central nervous system neoplasms,central nervous system neoplasms,,0.001
676,721,Diseases.nervous system diseases.nervous system neoplasms.central nervous system neoplasms.brain neoplasms,brain neoplasms,[33993018],1.0
677,1133,Diseases.nervous system diseases.nervous system neoplasms.central nervous system neoplasms.brain neoplasms.infratentorial neoplasms,infratentorial neoplasms,,0.001
678,623,Diseases.nervous system diseases.nervous system neoplasms.central nervous system neoplasms.brain neoplasms.infratentorial neoplasms.brain stem neoplasms,brain stem neoplasms,[33791060],1.0
679,3,Diseases.nervous system diseases.neurodegenerative diseases,neurodegenerative diseases,"[32275291, 32408729, 32469504, 32533346, 32550783, 32579306, 32609336, 32610334, 32662899, 32667047, 32668062, 32672843, 32691236, 32697344, 32705860, 32713251, 32718292, 32725449, 32728799, 32734353, 32754113, 32767055, 32796792, 32798347, 32805440, 32820884, 32835017, 32835294, 32838240, 32839689, 32847818, 32848621, 32852580, 32864634, 32865638, 32869183, 32869376, 32880873, 32898993, 32912226, 32940446, 32954046, 32977228, 32978729, 32990925, 32995555, 33009081, 33013930, 33015550, 33015552, 33020166, 33039230, 33041985, 33051388, 33070890, 33074036, 33074266, 33083695, 33098793, 33098794, 33106782, 33106890, 33107316, 33111132, 33123675, 33147504, 33190028, 33200104, 33210085, 33222680, 33223662, 33226565, 33229976, 33244712, 33244974, 33246479, 33250631, 33264532, 33281325, 33283160, 33304243, 33304284, 33304309, 33305559, 33338439, 33343486, 33390561, 33417221, 33438076, 33446986, 33448756, 33458558, 33476759, 33508216, 33519677, 33521692, 33527042, 33532124, 33550782, 33551341, 33570039, 33580645, 33583157, 33584506, 33584720, 33593267, 33609782, 33618441, 33619413, 33631902, 33636661, 33646895, 33666649, 33687889, 33709973, 33710610, 33719624, 33724953, 33726699, 33732335, 33761897, 33762311, 33774378, 33776896, 33791060, 33796241, 33800954, 33803475, 33809957, 33836148, 33852526, 33858556, 33870878, 33874789, 33875971, 33889082, 33898792, 33908718, 33908721, 33917837, 33918426, 33935220, 33941272, 33949163, 33970839, 33984094, 33987119, 33992168, 33995248, 33996162, 33996867, 33997586, 34001839, 34010256, 34019232, 34020746, 34036244, 34036855, 34054975, 34062770, 34066007, 34078305, 34078441, 34078863, 34090983, 34093389, 34096013, 34105843, 34115563, 34119844, 34123943, 34148546, 34149397, 34163427, 34191699, 34204362, 34220054, 34223524, 34230916, 34239495, 34249665, 34265539, 34283545, 34304141, 34308300, 34321155, 34325956, 34333238, 34336288, 34337326, 34345055, 34362648, 34366659, 34370409, 34370958, 34373041, 34388333, 34391037, 34408721, 34416121, 34425479, 34425827, 34426783, 34440903, 34449704, 34456840, 34468587, 34479340, 34485076, 34487856, 34508476, 34509649, 34511868, 34530550, 34571039, 34577633, 34587403, 34601116, 34608117, 34614444, 34637671, 34642927, 34656257, 34679139, 34735712, 34746370, 34747359, 34756590, 34766055, 34772779, 34792882, 34793991, 34814196, 34815399, 34864371, 34874654, 34874668, 34916057, 34932291, 34938638, 34942956, 34946256, 34950747, 34951374, 34951387, 35000539, 35043509, 35072534, 35130240, 35130818, 35137375, 35157636, 35175707, 35240959, 35258587, 35274917, 35283461, 35287009, 35306242, 35338811, 35362302, 35382723, 35382728, 35383754, 35388764, 35419244, 35440321, 35510852, 35579496, 35607267, 35607826, 35625737, 35629421]",273.0
680,147,Diseases.nervous system diseases.neurodegenerative diseases.parkinson disease,parkinson disease,"[32691236, 32725545, 32852580, 32869183, 33041985, 33158605, 33186710, 33211433, 33244974, 33263105, 33340292, 33368699, 33550782, 33687889, 33836148, 33905283, 33989761, 34136764, 34230886, 34281186, 34313818, 34414876, 34415886, 34587403, 34735712, 34918437, 34942956, 34951374, 34951387, 35177424, 35579496, 35625737]",32.0
681,92,Diseases.nervous system diseases.neuromuscular diseases,neuromuscular diseases,"[32558518, 32696312, 32847818, 33282073, 33902076, 34343140]",6.0
682,320,"Diseases.nervous system diseases.neuromuscular diseases.fatigue syndrome, chronic","fatigue syndrome, chronic","[33053508, 33251031, 33488306, 33529750, 33657459, 33796241, 33842517, 33930983, 33959278, 33985343, 33996867, 34140635, 34175230, 34201087, 34248502, 34248921, 34300183, 34302963, 34351274, 34408721, 34454716, 34481448, 34484973, 34506421, 34508486, 34559786, 34604980, 34704429, 34809664, 34820152, 34857243, 34861604, 34870921, 34888989, 35079817, 35341334, 35407562, 35589661, 35632649]",39.0
683,1152,Diseases.nervous system diseases.neuromuscular diseases.motor neuron disease,motor neuron disease,,0.001
684,657,"Diseases.nervous system diseases.neuromuscular diseases.motor neuron disease.bulbar palsy, progressive","bulbar palsy, progressive",[33934126],1.0
685,69,Diseases.nervous system diseases.neuromuscular diseases.muscular diseases,muscular diseases,"[32495323, 32675661, 32763444, 33051390, 33268588, 33438076, 33614303, 33779772, 33908719, 33921429, 33984094, 33998551, 34343140, 34588274, 34942912, 35490417, 35562241]",17.0
686,426,Diseases.nervous system diseases.neuromuscular diseases.muscular diseases.fibromyalgia,fibromyalgia,"[33507664, 33593267, 34446351, 34820152, 35152867, 35590317]",6.0
687,29,"Diseases.nervous system diseases.neuromuscular diseases.muscular diseases.myopathies, structural, congenital","myopathies, structural, congenital","[32419564, 32434314, 32550783, 32609336, 32763444, 33013675, 33051390, 33211433, 33340292, 33430881, 33867257, 33934126, 34020890, 34326011, 34332866, 34388333, 34416121, 34479340, 34580754, 34688543, 34930658, 34991967, 35014183, 35261392, 35459747]",25.0
688,278,Diseases.nervous system diseases.neuromuscular diseases.muscular diseases.myositis,myositis,"[32935156, 32953841, 33095493, 33275270, 33338439, 33399741, 33430881, 33598718, 33751228, 33779772, 33987125, 34112199, 34237419, 34793991, 34944099]",15.0
689,656,Diseases.nervous system diseases.neuromuscular diseases.neuromuscular junction diseases,neuromuscular junction diseases,[33709653],1.0
690,30,Diseases.nervous system diseases.neuromuscular diseases.peripheral nervous system diseases,peripheral nervous system diseases,"[32419564, 32467190, 32533322, 32953841, 32984564, 33013675, 33051390, 33190687, 33448756, 33458558, 33551341, 33584506, 33800954, 33860871, 33908719, 33948399, 33962695, 33983005, 34001839, 34020890, 34103203, 34287509, 34321155, 34325956, 34337326, 34410058, 34431798, 34456840, 34479340, 34533807, 34542255, 34623104, 34643462, 34688543, 34841099, 34971857, 35000350, 35014706, 35087345, 35173070, 35324536, 35459747, 35562145, 35562241]",44.0
691,350,Diseases.nervous system diseases.neuromuscular diseases.peripheral nervous system diseases.brachial plexus neuropathies,brachial plexus neuropathies,"[33190028, 34001839, 34479340, 34971857, 35562241]",5.0
692,741,Diseases.nervous system diseases.neuromuscular diseases.peripheral nervous system diseases.complex regional pain syndromes,complex regional pain syndromes,[34841099],1.0
693,347,Diseases.nervous system diseases.neuromuscular diseases.peripheral nervous system diseases.mononeuropathies,mononeuropathies,"[33181855, 33244712, 34431798, 35300573, 35459747]",5.0
694,395,Diseases.nervous system diseases.neuromuscular diseases.peripheral nervous system diseases.mononeuropathies.femoral neuropathy,femoral neuropathy,"[33351958, 33438076]",2.0
695,742,Diseases.nervous system diseases.neuromuscular diseases.peripheral nervous system diseases.nerve compression syndromes,nerve compression syndromes,[34971857],1.0
696,84,Diseases.nervous system diseases.neuromuscular diseases.peripheral nervous system diseases.neuritis,neuritis,"[32532937, 32588185, 32662899, 33250631, 33661715, 33777298, 34249665, 34312592, 34629397]",9.0
697,152,Diseases.nervous system diseases.neuromuscular diseases.peripheral nervous system diseases.neuritis.brachial plexus neuritis,brachial plexus neuritis,"[32710672, 33190028, 33745038, 34001839, 34325956]",5.0
698,595,Diseases.nervous system diseases.neuromuscular diseases.peripheral nervous system diseases.peripheral nervous system neoplasms,peripheral nervous system neoplasms,[34093389],1.0
699,70,Diseases.nervous system diseases.neuromuscular diseases.peripheral nervous system diseases.polyneuropathies,polyneuropathies,"[32495323, 32729001, 32935156, 32977228, 33340292, 33438076, 33614303, 33809277, 33901788, 33908719, 33934948, 33998551, 34020890, 34184490, 34325956, 34388333, 34410058, 34479340, 34588274, 34942912, 35014183, 35261392, 35562241, 35601952]",24.0
700,200,Diseases.nervous system diseases.neuromuscular diseases.peripheral nervous system diseases.polyneuropathies.polyradiculopathy,polyradiculopathy,"[32734353, 33540143, 35000350]",3.0
701,607,Diseases.nervous system diseases.neuromuscular diseases.peripheral nervous system diseases.radiculopathy,radiculopathy,"[33874789, 34019009, 34942912]",3.0
702,642,Diseases.nervous system diseases.neuromuscular diseases.peripheral nervous system diseases.small fiber neuropathy,small fiber neuropathy,[32984564],1.0
703,423,Diseases.nervous system diseases.sleep apnea syndromes,sleep apnea syndromes,"[33487098, 33619450, 34410220, 34935324, 35041323, 35130818, 35484639]",7.0
704,920,Diseases.nervous system.central nervous system,central nervous system,,0.001
705,853,Diseases.nervous system.central nervous system.brain,brain,[35431242],1.0
706,218,Diseases.nervous system.central nervous system.brain.blood-brain barrier,blood-brain barrier,"[32820884, 32912226, 33590398, 33817451, 35283461]",5.0
707,921,Diseases.nervous system.central nervous system.brain.prosencephalon,prosencephalon,,0.001
708,1117,Diseases.nervous system.central nervous system.brain.prosencephalon.diencephalon,diencephalon,,0.001
709,606,Diseases.nervous system.central nervous system.brain.prosencephalon.diencephalon.hypothalamus,hypothalamus,[32728799],1.0
710,922,Diseases.nervous system.central nervous system.brain.prosencephalon.telencephalon,telencephalon,,0.001
711,1172,Diseases.nervous system.central nervous system.brain.prosencephalon.telencephalon.cerebrum,cerebrum,,0.001
712,1173,Diseases.nervous system.central nervous system.brain.prosencephalon.telencephalon.cerebrum.cerebral cortex,cerebral cortex,,0.001
713,1174,Diseases.nervous system.central nervous system.brain.prosencephalon.telencephalon.cerebrum.cerebral cortex.frontal lobe,frontal lobe,,0.001
714,707,Diseases.nervous system.central nervous system.brain.prosencephalon.telencephalon.cerebrum.cerebral cortex.frontal lobe.prefrontal cortex,prefrontal cortex,[33070912],1.0
715,106,Diseases.nervous system.central nervous system.brain.prosencephalon.telencephalon.olfactory bulb,olfactory bulb,"[32586960, 32930820, 33132007, 34810059]",4.0
716,1168,Diseases.nervous system.central nervous system.spinal cord,spinal cord,,0.001
717,701,Diseases.nervous system.central nervous system.spinal cord.white matter,white matter,[32984561],1.0
718,1037,Diseases.nervous system.neurosecretory systems,neurosecretory systems,,0.001
719,1038,Diseases.nervous system.neurosecretory systems.circumventricular organs,circumventricular organs,,0.001
720,391,Diseases.nervous system.neurosecretory systems.circumventricular organs.area postrema,area postrema,[33333471],1.0
721,398,Diseases.nervous system.neurosecretory systems.hypothalamo-hypophyseal system,hypothalamo-hypophyseal system,"[33415647, 33908718, 34987144]",3.0
722,312,Diseases.nervous system.peripheral nervous system,peripheral nervous system,"[33015552, 33224088, 33438076]",3.0
723,474,Diseases.nervous system.peripheral nervous system.peripheral nerves,peripheral nerves,"[33777298, 34569221]",2.0
724,1064,Diseases.nervous system.peripheral nervous system.peripheral nerves.spinal nerves,spinal nerves,,0.001
725,483,Diseases.nervous system.peripheral nervous system.peripheral nerves.spinal nerves.brachial plexus,brachial plexus,[33836148],1.0
726,924,Diseases.nutritional and metabolic diseases,nutritional and metabolic diseases,,0.001
727,117,Diseases.nutritional and metabolic diseases.metabolic diseases,metabolic diseases,"[32643664, 32865638, 33060058, 33069615, 33180050, 33261541, 33521691, 33637485, 33775925, 33887749, 34035524, 34043385, 34120800, 34172701, 34230886, 34585892, 34905407, 35058383, 35144718, 35596929]",20.0
728,927,Diseases.nutritional and metabolic diseases.metabolic diseases.acid-base imbalance,acid-base imbalance,,0.001
729,431,Diseases.nutritional and metabolic diseases.metabolic diseases.acid-base imbalance.acidosis,acidosis,[33527042],1.0
730,123,Diseases.nutritional and metabolic diseases.metabolic diseases.acid-base imbalance.acidosis.ketosis,ketosis,[32651579],1.0
731,432,Diseases.nutritional and metabolic diseases.metabolic diseases.acid-base imbalance.alkalosis,alkalosis,[33527042],1.0
732,796,"Diseases.nutritional and metabolic diseases.metabolic diseases.bone diseases, metabolic","bone diseases, metabolic",[35503607],1.0
733,144,"Diseases.nutritional and metabolic diseases.metabolic diseases.bone diseases, metabolic.osteoporosis",osteoporosis,"[32675661, 35503607]",2.0
734,314,"Diseases.nutritional and metabolic diseases.metabolic diseases.brain diseases, metabolic","brain diseases, metabolic","[33020166, 33769966]",2.0
735,711,"Diseases.nutritional and metabolic diseases.metabolic diseases.brain diseases, metabolic.hepatic encephalopathy",hepatic encephalopathy,[35001988],1.0
736,1079,Diseases.nutritional and metabolic diseases.metabolic diseases.dna repair-deficiency disorders,dna repair-deficiency disorders,,0.001
737,536,"Diseases.nutritional and metabolic diseases.metabolic diseases.dna repair-deficiency disorders.colorectal neoplasms, hereditary nonpolyposis","colorectal neoplasms, hereditary nonpolyposis",[34418963],1.0
738,175,Diseases.nutritional and metabolic diseases.metabolic diseases.glucose metabolism disorders,glucose metabolism disorders,"[32728799, 33110725, 33282075, 33808956, 34035524, 34089096, 34092646, 34151246, 34268455, 34649946, 34966022, 35058383, 35144718, 35177424]",14.0
739,122,Diseases.nutritional and metabolic diseases.metabolic diseases.glucose metabolism disorders.hyperglycemia,hyperglycemia,"[32651579, 33180050, 33395782, 34334916, 34517273, 34585892, 34601541, 34932870, 34957361, 35148936, 35197086]",11.0
740,746,Diseases.nutritional and metabolic diseases.metabolic diseases.iron metabolism disorders,iron metabolism disorders,"[34052147, 35147323]",2.0
741,211,Diseases.nutritional and metabolic diseases.metabolic diseases.iron metabolism disorders.hyperferritinemia,hyperferritinemia,"[32758257, 33753947, 34350146]",3.0
742,1031,Diseases.nutritional and metabolic diseases.metabolic diseases.iron metabolism disorders.iron deficiencies,iron deficiencies,,0.001
743,382,"Diseases.nutritional and metabolic diseases.metabolic diseases.iron metabolism disorders.iron deficiencies.anemia, iron-deficiency","anemia, iron-deficiency","[33277353, 34103443]",2.0
744,589,Diseases.nutritional and metabolic diseases.metabolic diseases.lipid metabolism disorders,lipid metabolism disorders,[33761881],1.0
745,571,Diseases.nutritional and metabolic diseases.metabolic diseases.lipid metabolism disorders.dyslipidemias,dyslipidemias,"[33282075, 34151246, 34368419, 34861604]",4.0
746,422,Diseases.nutritional and metabolic diseases.metabolic diseases.lipid metabolism disorders.dyslipidemias.hyperlipidemias,hyperlipidemias,"[33487098, 33761881, 33889551, 35130818, 35420643]",5.0
747,417,Diseases.nutritional and metabolic diseases.metabolic diseases.lipid metabolism disorders.dyslipidemias.hyperlipidemias.hyperlipoproteinemias,hyperlipoproteinemias,[33485845],1.0
748,401,Diseases.nutritional and metabolic diseases.metabolic diseases.lipid metabolism disorders.dyslipidemias.hyperlipidemias.hypertriglyceridemia,hypertriglyceridemia,[33425183],1.0
749,1042,"Diseases.nutritional and metabolic diseases.metabolic diseases.metabolism, inborn errors","metabolism, inborn errors",,0.001
750,1167,"Diseases.nutritional and metabolic diseases.metabolic diseases.metabolism, inborn errors.lipid metabolism, inborn errors","lipid metabolism, inborn errors",,0.001
751,695,"Diseases.nutritional and metabolic diseases.metabolic diseases.metabolism, inborn errors.lipid metabolism, inborn errors.hyperlipoproteinemia type ii",hyperlipoproteinemia type ii,[33540179],1.0
752,1044,"Diseases.nutritional and metabolic diseases.metabolic diseases.metabolism, inborn errors.lysosomal storage diseases",lysosomal storage diseases,,0.001
753,420,"Diseases.nutritional and metabolic diseases.metabolic diseases.metabolism, inborn errors.lysosomal storage diseases.mucopolysaccharidoses",mucopolysaccharidoses,[33485845],1.0
754,1043,"Diseases.nutritional and metabolic diseases.metabolic diseases.metabolism, inborn errors.metal metabolism, inborn errors","metal metabolism, inborn errors",,0.001
755,416,"Diseases.nutritional and metabolic diseases.metabolic diseases.metabolism, inborn errors.metal metabolism, inborn errors.hepatolenticular degeneration",hepatolenticular degeneration,"[33485845, 34219856]",2.0
756,427,Diseases.nutritional and metabolic diseases.metabolic diseases.mitochondrial diseases,mitochondrial diseases,"[33519510, 33529750, 34119855, 34373041, 34481432, 34792882, 35348443, 35382075]",8.0
757,847,"Diseases.nutritional and metabolic diseases.metabolic diseases.mitochondrial diseases.optic atrophy, hereditary, leber","optic atrophy, hereditary, leber",[35404760],1.0
758,1040,Diseases.nutritional and metabolic diseases.metabolic diseases.water-electrolyte imbalance,water-electrolyte imbalance,,0.001
759,400,Diseases.nutritional and metabolic diseases.metabolic diseases.water-electrolyte imbalance.hypercalcemia,hypercalcemia,[33425183],1.0
760,798,Diseases.nutritional and metabolic diseases.metabolic diseases.water-electrolyte imbalance.hypocalcemia,hypocalcemia,[32582749],1.0
761,600,Diseases.nutritional and metabolic diseases.metabolic diseases.water-electrolyte imbalance.hypokalemia,hypokalemia,[33527042],1.0
762,779,Diseases.nutritional and metabolic diseases.metabolic diseases.water-electrolyte imbalance.hyponatremia,hyponatremia,[33768168],1.0
763,969,Diseases.nutritional and metabolic diseases.nutrition disorders,nutrition disorders,,0.001
764,217,Diseases.nutritional and metabolic diseases.nutrition disorders.malnutrition,malnutrition,"[32819898, 33160700, 33587365, 33921429, 33942071, 34442171, 34601231, 35277001, 35338811]",9.0
765,1191,Diseases.ocular physiological phenomena,ocular physiological phenomena,,0.001
766,813,Diseases.ocular physiological phenomena.visual acuity,visual acuity,[34219492],1.0
767,755,Diseases.ocular physiological phenomena.visual fields,visual fields,"[33248158, 33284032]",2.0
768,906,Diseases.otorhinolaryngologic diseases,otorhinolaryngologic diseases,,0.001
769,631,Diseases.otorhinolaryngologic diseases.laryngeal diseases,laryngeal diseases,[34458661],1.0
770,907,Diseases.otorhinolaryngologic diseases.nose diseases,nose diseases,,0.001
771,724,Diseases.otorhinolaryngologic diseases.nose diseases.nasal obstruction,nasal obstruction,[34258246],1.0
772,938,Diseases.otorhinolaryngologic diseases.nose diseases.paranasal sinus diseases,paranasal sinus diseases,,0.001
773,161,Diseases.otorhinolaryngologic diseases.nose diseases.paranasal sinus diseases.sinusitis,sinusitis,"[32721795, 33279355, 33487583, 33801170, 34022619, 34087330, 34307112, 34364672, 34508493, 34706569, 34812433, 35043509, 35290133, 35400798, 35615254]",15.0
774,65,Diseases.otorhinolaryngologic diseases.nose diseases.rhinitis,rhinitis,"[32489027, 33041095, 33766419, 34587819, 34812433]",5.0
775,932,Diseases.otorhinolaryngologic diseases.pharyngeal diseases,pharyngeal diseases,,0.001
776,281,Diseases.otorhinolaryngologic diseases.pharyngeal diseases.deglutition disorders,deglutition disorders,"[32940446, 33752743, 33974811]",3.0
777,148,Diseases.otorhinolaryngologic diseases.pharyngeal diseases.pharyngitis,pharyngitis,"[32697344, 32755212, 32845750, 32925800, 32935156, 32993540, 33003102, 33041095, 33041712, 33110725, 33194085, 33194223, 33432396, 33875971, 34022336, 34246919, 34336065, 34406260, 34408485, 34444014, 34533807, 35403679]",22.0
778,636,Diseases.otorhinolaryngologic diseases.pharyngeal diseases.pharyngitis.retropharyngeal abscess,retropharyngeal abscess,[34173667],1.0
779,863,"Diseases.pathological conditions, signs and symptoms","pathological conditions, signs and symptoms",,0.001
780,100,"Diseases.pathological conditions, signs and symptoms.pathologic processes",pathologic processes,"[32584199, 34044609, 34445965, 34830872, 35158380, 35258587]",6.0
781,120,"Diseases.pathological conditions, signs and symptoms.pathologic processes.arrhythmias, cardiac","arrhythmias, cardiac","[32651579, 32654210, 32719447, 32720223, 32826642, 32833775, 32838188, 32855347, 33006644, 33081916, 33092737, 33166178, 33166189, 33187633, 33194121, 33201768, 33269260, 33274129, 33299899, 33527042, 33553699, 33593483, 33682655, 33687179, 33738009, 33745461, 33777550, 33778151, 33792257, 33861837, 33898126, 33921458, 34034587, 34035963, 34044430, 34052046, 34055939, 34082008, 34082792, 34124207, 34136351, 34172316, 34246919, 34311684, 34361021, 34390330, 34431265, 34438608, 34508486, 34511231, 34512335, 34512975, 34533807, 35048715, 35153372, 35221085, 35321771, 35414356, 35414365, 35575011, 35601952]",61.0
782,1050,"Diseases.pathological conditions, signs and symptoms.pathologic processes.arrhythmias, cardiac.arrhythmia, sinus","arrhythmia, sinus",,0.001
783,447,"Diseases.pathological conditions, signs and symptoms.pathologic processes.arrhythmias, cardiac.arrhythmia, sinus.sinus arrest, cardiac","sinus arrest, cardiac","[33619450, 33898126]",2.0
784,135,"Diseases.pathological conditions, signs and symptoms.pathologic processes.arrhythmias, cardiac.atrial fibrillation",atrial fibrillation,"[32665940, 33081916, 33661715, 34082792, 34311684, 34438608, 35414356]",7.0
785,467,"Diseases.pathological conditions, signs and symptoms.pathologic processes.arrhythmias, cardiac.bradycardia",bradycardia,"[33745461, 33898126, 34055936, 34136351, 34956798, 35609533]",6.0
786,522,"Diseases.pathological conditions, signs and symptoms.pathologic processes.arrhythmias, cardiac.cardiac complexes, premature","cardiac complexes, premature",[34311684],1.0
